Filename,pvalue_BUSTEDSMH,pvalue_BUSTEDS,delta p-values,BASE_Unconstrained_cAIC,BASE_Unconstrained_log_L,MH_MG94x(2+3)_cAIC,MH_MG94x(2+3)_log_L,MH_MG94x(2+3)_dNdS,MH_MG94x(2+3)_DH_rate,MH_MG94x(2+3)_TH_rate,MH_MG94x(2+3)_TH_SI_rate,MH_Unconstrained_cAIC,MH_Unconstrained_log_L,MH_Unconstrained_DH_rate,MH_Unconstrained_TH_rate,MH_Unconstrained_TH_SI_rate
ENSGT00660000095461.Euteleostomi.002.nex.BUSTEDS-MH.json,0.05642689390627093,0.06414513572329661,-0.007718241817025677,3930.357306357892,-1835.996932604527,3949.164755345572,-1878.363615144388,0.01688538008201754,0.1023230000137675,0,25.28532654628804,3889.746139265172,-1839.412004607164,0,0,1.206195291008652
ENSGT00440000033863.Euteleostomi.001.nex.BUSTEDS-MH.json,0.5,0.2021286000340655,0.2978713999659345,21312.35822911082,-10558.13861543107,21462.08413922945,-10642.18564533917,0.1339748440673688,0.3393941233144927,0.6378177893349773,22.55643691697839,21298.33297848406,-10551.12599011769,0.2106618187287333,0.08182434706006535,18.77586173160575
ENSGT00390000002693.Euteleostomi.001.nex.BUSTEDS-MH.json,0.5,0.7937478374129462,-0.2937478374129462,39259.91469930801,-19542.50540160205,39578.95943873248,-19709.09735080543,0.115746700163316,0.2453588462461094,0.7373316595503023,16.38915697609828,39228.50364925475,-19524.77892345841,0.04219577262290889,0.2006162592300428,18.58243781280185
ENSGT00390000009763.Euteleostomi.003.nex.BUSTEDS-MH.json,0.5,0.9664709313953439,-0.4664709313953439,28976.08460737657,-14384.41645652773,29386.21499875479,-14597.57491353297,0.05179303402847875,0.2207128037854351,0.1990875981541109,1.953755314762675,28941.37684408679,-14366.05038523358,0.173227018675567,0.107219561631801,1.530696617669352
ENSGT00440000038881.Euteleostomi.001.nex.BUSTEDS-MH.json,0.5,0.991159486532855,-0.491159486532855,2027.250207063217,-976.7666964519626,2006.899345620173,-974.2642713502327,0.09791696662678379,0.6136349279178087,0.4198856558257558,0,2006.953179114211,-964.3967079003007,0,0,0.002361608530202252
ENSGT00390000002684.Euteleostomi.001.nex.BUSTEDS-MH.json,0.3009094328917753,0.1871432388134684,0.1137661940783069,2419.593992261143,-1167.088662797238,2423.947601272318,-1176.801386843055,0.8072780548907152,0.005849842545212699,0,107.9078466893595,2421.621395983645,-1165.929982286057,0,0,127.9900245829171
ENSGT00670000097704.Euteleostomi.005.nex.BUSTEDS-MH.json,0.5,5.453795334564582e-06,0.49999454620466544,32052.55370857665,-15946.94677646935,32145.75488610657,-15999.59539846497,0.07934513126152551,0.2550611616317398,0.8054634019975122,3.919633184839861,32035.72312839262,-15935.50604810772,0.1842433407180722,0.7202840232182016,4.084046460035299
ENSGT00680000099779.Euteleostomi.004.nex.BUSTEDS-MH.json,0.5,0.04111863021955342,0.4588813697804466,16712.84205983842,-8280.603356701593,16844.6080137063,-8354.651191263525,0.1301136764749206,0.3634135713940194,0.6857874183454721,8.955336975304956,16689.502212765,-8267.911508104165,0.1568463865310064,0.3572571450986308,8.004926067922979
ENSGT00390000009671.Euteleostomi.001.nex.BUSTEDS-MH.json,0.5,1,-0.5,25804.5394308673,-12806.51224035059,25915.37156750072,-12868.02083272927,0.0800910132501451,0.2641773636778006,0.3429412205350506,4.270025119580409,25796.78288312313,-12799.58542677383,0.09543369978214827,0.1470983899428837,4.478019464900171
ENSGT00600000084107.Euteleostomi.001.nex.BUSTEDS-MH.json,0.5,0.4434287836436619,0.056571216356338105,37269.16542100083,-18531.0090787129,37470.40844780772,-18637.69533739422,0.06329851397025225,0.2956194230582608,0.2278852769024844,3.009661272957255,37244.51260186348,-18515.64883480781,0.2257420464945353,0.1861862262361952,3.102459428979865
